Query_Index,Query_Instance,Query_Category,Query_Distance,Query_Rotation,Query_Lighting,Matched_Category,Matched_Index,NN_Distance,Correct
9,Banded5,Banded,0,22,0,Waffled,245,0.011154917945982846,False
9,Banded5,Banded,0,22,0,Chequered,20,0.01173084588859212,False
9,Banded5,Banded,0,22,0,Banded,1,0.01344908755669137,True
9,Banded5,Banded,0,22,0,Banded,5,0.01793009339193609,True
9,Banded5,Banded,0,22,0,Stratified,212,0.02783756708151421,False
10,Banded5,Banded,0,45,0,Banded,2,0.010391550787402254,True
10,Banded5,Banded,0,45,0,Chequered,21,0.012350890862820488,False
10,Banded5,Banded,0,45,0,Banded,10,0.017196173687275364,True
10,Banded5,Banded,0,45,0,Waffled,246,0.020723554631691194,False
10,Banded5,Banded,0,45,0,Meshed,164,0.036675303760666335,False
11,Banded5,Banded,0,90,0,Banded,7,0.0003688760772038986,True
11,Banded5,Banded,0,90,0,Banded,3,0.013643744362899916,True
11,Banded5,Banded,0,90,0,Banded,0,0.01492926456183131,True
11,Banded5,Banded,0,90,0,Bubbly,19,0.02619147028688738,False
11,Banded5,Banded,0,90,0,Chequered,22,0.027428172992220605,False
12,Banded,Banded,0,45,0,Waffled,246,0.01673362419049564,False
12,Banded,Banded,0,45,0,Banded,9,0.017196173687275364,True
12,Banded,Banded,0,45,0,Chequered,21,0.021564171352320537,False
12,Banded,Banded,0,45,0,Banded,2,0.03292334521437243,True
12,Banded,Banded,0,45,0,Wrinkled,283,0.0354985847685986,False
13,Bubbly16,Bubbly,0,0,0,Bubbly,14,0.00018001993932847106,True
13,Bubbly16,Bubbly,0,0,0,Bubbly,13,0.00920790502516322,True
13,Bubbly16,Bubbly,0,0,0,Bubbly,12,0.010366396878379447,True
13,Bubbly16,Bubbly,0,0,0,Studded,228,0.011514127300281424,False
13,Bubbly16,Bubbly,0,0,0,Cracked,35,0.017270833421487043,False
14,Bubbly16,Bubbly,0,22,0,Bubbly,13,0.0004291553556713251,True
14,Bubbly16,Bubbly,0,22,0,Flecked,65,0.009862378414483427,False
14,Bubbly16,Bubbly,0,22,0,Flecked,63,0.01003786100580016,False
14,Bubbly16,Bubbly,0,22,0,Bubbly,12,0.010366396878379447,True
14,Bubbly16,Bubbly,0,22,0,Flecked,66,0.010624106480794118,False
15,Bubbly16,Bubbly,0,45,0,Bubbly,13,0.0004291553556713251,True
15,Bubbly16,Bubbly,0,45,0,Bubbly,12,0.00920790502516322,True
15,Bubbly16,Bubbly,0,45,0,Bubbly,14,0.009428182915916909,True
15,Bubbly16,Bubbly,0,45,0,Flecked,63,0.009499375602755437,False
15,Bubbly16,Bubbly,0,45,0,Flecked,65,0.009640132677102913,False
16,Bubbly16,Bubbly,0,90,0,Bubbly,12,0.00018001993932847106,True
16,Bubbly16,Bubbly,0,90,0,Bubbly,14,0.009428182915916909,True
16,Bubbly16,Bubbly,0,90,0,Bubbly,13,0.01064076272485501,True
16,Bubbly16,Bubbly,0,90,0,Studded,228,0.011097156019805394,False
16,Bubbly16,Bubbly,0,90,0,Cracked,35,0.01702598238368591,False
17,Bubbly35,Bubbly,0,0,0,Bubbly,18,0.00023899136721930632,True
17,Bubbly35,Bubbly,0,0,0,Bubbly,16,0.0013487701432120995,True
17,Bubbly35,Bubbly,0,0,0,Bubbly,17,0.0013761427533789926,True
17,Bubbly35,Bubbly,0,0,0,Lacelike,141,0.005700450794741596,False
17,Bubbly35,Bubbly,0,0,0,Lacelike,138,0.005978998092793741,False
18,Bubbly35,Bubbly,0,22,0,Bubbly,17,0.0004056855027240676,True
18,Bubbly35,Bubbly,0,22,0,Bubbly,16,0.0013487701432120995,True
18,Bubbly35,Bubbly,0,22,0,Bubbly,18,0.001762179858056564,True
18,Bubbly35,Bubbly,0,22,0,Wrinkled,278,0.00753133540053694,False
18,Bubbly35,Bubbly,0,22,0,Frilly,70,0.00864215711152665,False
19,Bubbly35,Bubbly,0,45,0,Bubbly,17,0.0004056855027240676,True
19,Bubbly35,Bubbly,0,45,0,Bubbly,16,0.0013761427533789926,True
19,Bubbly35,Bubbly,0,45,0,Bubbly,18,0.001747153745383978,True
19,Bubbly35,Bubbly,0,45,0,Wrinkled,278,0.007618453467112857,False
19,Bubbly35,Bubbly,0,45,0,Lacelike,141,0.008838698426090665,False
20,Bubbly35,Bubbly,0,90,0,Bubbly,16,0.00023899136721930632,True
20,Bubbly35,Bubbly,0,90,0,Bubbly,18,0.001747153745383978,True
20,Bubbly35,Bubbly,0,90,0,Bubbly,17,0.001762179858056564,True
20,Bubbly35,Bubbly,0,90,0,Lacelike,141,0.005755161611420457,False
20,Bubbly35,Bubbly,0,90,0,Lacelike,138,0.006042268812332799,False
21,Chequered12,Chequered,0,0,0,Chequered,22,0.0002725928102232616,True
21,Chequered12,Chequered,0,0,0,Banded,10,0.02619147028688738,False
21,Chequered12,Chequered,0,0,0,Banded,7,0.026289985126571776,False
21,Chequered12,Chequered,0,0,0,Stratified,212,0.03771146067244508,False
21,Chequered12,Chequered,0,0,0,Chequered,21,0.03949903333862505,True
22,Chequered12,Chequered,0,22,0,Banded,8,0.01173084588859212,False
22,Chequered12,Chequered,0,22,0,Banded,1,0.018235296435073708,False
22,Chequered12,Chequered,0,22,0,Waffled,245,0.02302544836019621,False
22,Chequered12,Chequered,0,22,0,Banded,5,0.023530433666656015,False
22,Chequered12,Chequered,0,22,0,Meshed,162,0.027406025979836147,False
23,Chequered12,Chequered,0,45,0,Banded,9,0.012350890862820488,False
23,Chequered12,Chequered,0,45,0,Banded,2,0.018668410917955125,False
23,Chequered12,Chequered,0,45,0,Banded,11,0.021564171352320537,False
23,Chequered12,Chequered,0,45,0,Waffled,246,0.029912712249635202,False
23,Chequered12,Chequered,0,45,0,Chequered,20,0.03949903333862505,True
24,Chequered12,Chequered,0,90,0,Chequered,20,0.0002725928102232616,True
24,Chequered12,Chequered,0,90,0,Banded,10,0.027428172992220605,False
24,Chequered12,Chequered,0,90,0,Banded,7,0.02751977007698471,False
24,Chequered12,Chequered,0,90,0,Stratified,212,0.039012629660350726,False
24,Chequered12,Chequered,0,90,0,Chequered,22,0.0397127911015374,True
25,Chequered5,Chequered,0,0,0,Chequered,26,0.0002957897804660924,True
25,Chequered5,Chequered,0,0,0,Chequered,24,0.007851479566430574,True
25,Chequered5,Chequered,0,0,0,Chequered,25,0.016824605259662947,True
25,Chequered5,Chequered,0,0,0,Cracked,39,0.04308935351039267,False
25,Chequered5,Chequered,0,0,0,Dotted,42,0.043115356192068355,False
26,Chequered5,Chequered,0,22,0,Chequered,26,0.0072787742292153,True
26,Chequered5,Chequered,0,22,0,Chequered,24,0.007851479566430574,True
26,Chequered5,Chequered,0,22,0,Chequered,25,0.019946993719613223,True
26,Chequered5,Chequered,0,22,0,Zigzagged,293,0.02958548782279143,False
26,Chequered5,Chequered,0,22,0,Cracked,39,0.0324419109680677,False
27,Chequered5,Chequered,0,45,0,Chequered,24,0.016824605259662947,True
27,Chequered5,Chequered,0,45,0,Chequered,26,0.017067692310934635,True
27,Chequered5,Chequered,0,45,0,Chequered,25,0.019946993719613223,True
27,Chequered5,Chequered,0,45,0,Zigzagged,295,0.023499624358910714,False
27,Chequered5,Chequered,0,45,0,Striped,216,0.0273548512798502,False
28,Chequered5,Chequered,0,90,0,Chequered,24,0.0002957897804660924,True
28,Chequered5,Chequered,0,90,0,Chequered,25,0.0072787742292153,True
28,Chequered5,Chequered,0,90,0,Chequered,26,0.017067692310934635,True
28,Chequered5,Chequered,0,90,0,Dotted,42,0.04093848858432958,False
28,Chequered5,Chequered,0,90,0,Cracked,39,0.04117002163255111,False
29,Cracked18,Cracked,0,0,0,Cracked,30,0.00024129880744090874,True
29,Cracked18,Cracked,0,0,0,Cracked,28,0.004464977708437153,True
29,Cracked18,Cracked,0,0,0,Cracked,29,0.00471132372127146,True
29,Cracked18,Cracked,0,0,0,Dotted,42,0.00788234304264029,False
29,Cracked18,Cracked,0,0,0,Cracked,39,0.009559014779823502,True
30,Cracked18,Cracked,0,22,0,Cracked,29,0.0002285573100055467,True
30,Cracked18,Cracked,0,22,0,Cracked,28,0.004464977708437153,True
30,Cracked18,Cracked,0,22,0,Cracked,30,0.0049822268097894605,True
30,Cracked18,Cracked,0,22,0,Dotted,44,0.008336210399384704,False
30,Cracked18,Cracked,0,22,0,Cracked,31,0.008667238613039764,True
31,Cracked18,Cracked,0,45,0,Cracked,29,0.0002285573100055467,True
31,Cracked18,Cracked,0,45,0,Cracked,28,0.00471132372127146,True
31,Cracked18,Cracked,0,45,0,Cracked,30,0.005187637177761595,True
31,Cracked18,Cracked,0,45,0,Dotted,44,0.008729920703259066,False
31,Cracked18,Cracked,0,45,0,Cracked,31,0.009121114743657125,True
32,Cracked18,Cracked,0,90,0,Cracked,28,0.00024129880744090874,True
32,Cracked18,Cracked,0,90,0,Cracked,29,0.0049822268097894605,True
32,Cracked18,Cracked,0,90,0,Cracked,30,0.005187637177761595,True
32,Cracked18,Cracked,0,90,0,Dotted,42,0.00754533260902848,False
32,Cracked18,Cracked,0,90,0,Cracked,39,0.008948786706571708,True
33,Cracked19,Cracked,0,0,0,Cracked,34,0.00044300928406100287,True
33,Cracked19,Cracked,0,0,0,Cracked,32,0.003515755335247678,True
33,Cracked19,Cracked,0,0,0,Cracked,33,0.004108657973737197,True
33,Cracked19,Cracked,0,0,0,Dotted,44,0.004477059795818942,False
33,Cracked19,Cracked,0,0,0,Flecked,56,0.005623478979984824,False
34,Cracked19,Cracked,0,22,0,Cracked,33,0.0002423988121071817,True
34,Cracked19,Cracked,0,22,0,Cracked,34,0.0025839724473434448,True
34,Cracked19,Cracked,0,22,0,Cracked,32,0.003515755335247678,True
34,Cracked19,Cracked,0,22,0,Lacelike,129,0.006267609527595822,False
34,Cracked19,Cracked,0,22,0,Lacelike,130,0.007387106446073234,False
35,Cracked19,Cracked,0,45,0,Cracked,33,0.0002423988121071817,True
35,Cracked19,Cracked,0,45,0,Cracked,34,0.003075671038279475,True
35,Cracked19,Cracked,0,45,0,Cracked,32,0.004108657973737197,True
35,Cracked19,Cracked,0,45,0,Lacelike,129,0.006566402088528392,False
35,Cracked19,Cracked,0,45,0,Lacelike,130,0.0073298510974779294,False
36,Cracked19,Cracked,0,90,0,Cracked,32,0.00044300928406100287,True
36,Cracked19,Cracked,0,90,0,Cracked,33,0.0025839724473434448,True
36,Cracked19,Cracked,0,90,0,Cracked,34,0.003075671038279475,True
36,Cracked19,Cracked,0,90,0,Dotted,44,0.004745797935420492,False
36,Cracked19,Cracked,0,90,0,Flecked,56,0.005247322096295136,False
37,Cracked28,Cracked,0,0,0,Woven,268,0.010772270959288973,False
37,Cracked28,Cracked,0,0,0,Bubbly,14,0.01493454596229111,False
37,Cracked28,Cracked,0,0,0,Cracked,36,0.015530814572701824,True
37,Cracked28,Cracked,0,0,0,Meshed,162,0.015596955243413866,False
37,Cracked28,Cracked,0,0,0,Knitted,117,0.015820226515568445,False
38,Cracked28,Cracked,0,22,0,Cracked,37,0.005560197439670213,True
38,Cracked28,Cracked,0,22,0,Lacelike,137,0.0065940636771873165,False
38,Cracked28,Cracked,0,22,0,Meshed,166,0.006634099731385671,False
38,Cracked28,Cracked,0,22,0,Meshed,163,0.007318917195777867,False
38,Cracked28,Cracked,0,22,0,Meshed,162,0.007976805271095564,False
39,Cracked28,Cracked,0,45,0,Cracked,38,0.003354021096161648,True
39,Cracked28,Cracked,0,45,0,Lacelike,139,0.0047970375576033165,False
39,Cracked28,Cracked,0,45,0,Lacelike,138,0.00508878366092641,False
39,Cracked28,Cracked,0,45,0,Lacelike,141,0.005128594585751174,False
39,Cracked28,Cracked,0,45,0,Lacelike,140,0.005146770819754892,False
40,Cracked28,Cracked,0,90,0,Cracked,38,0.003354021096161648,True
40,Cracked28,Cracked,0,90,0,Honeycombed,106,0.006663983628099212,False
40,Cracked28,Cracked,0,90,0,Honeycombed,103,0.006918133566902272,False
40,Cracked28,Cracked,0,90,0,Honeycombed,102,0.007077157985533569,False
40,Cracked28,Cracked,0,90,0,Lacelike,139,0.007387584329793759,False
41,Dotted18,Dotted,0,0,0,Dotted,42,0.0008205098129556717,True
41,Dotted18,Dotted,0,0,0,Dotted,41,0.002612539081067348,True
41,Dotted18,Dotted,0,0,0,Dotted,40,0.0029209364901605665,True
41,Dotted18,Dotted,0,0,0,Cracked,31,0.008948786706571708,False
41,Dotted18,Dotted,0,0,0,Cracked,28,0.009559014779823502,False
42,Dotted18,Dotted,0,22,0,Dotted,41,0.0002553072338835418,True
42,Dotted18,Dotted,0,22,0,Dotted,40,0.0029209364901605665,True
42,Dotted18,Dotted,0,22,0,Dotted,42,0.004656615947513261,True
42,Dotted18,Dotted,0,22,0,Cracked,31,0.009488351842781765,False
42,Dotted18,Dotted,0,22,0,Cracked,28,0.009886357961890453,False
43,Dotted18,Dotted,0,45,0,Dotted,41,0.0002553072338835418,True
43,Dotted18,Dotted,0,45,0,Dotted,40,0.002612539081067348,True
43,Dotted18,Dotted,0,45,0,Dotted,42,0.004161157967155916,True
43,Dotted18,Dotted,0,45,0,Cracked,31,0.009344349728314464,False
43,Dotted18,Dotted,0,45,0,Cracked,28,0.009811673340582423,False
44,Dotted18,Dotted,0,90,0,Dotted,40,0.0008205098129556717,True
44,Dotted18,Dotted,0,90,0,Dotted,42,0.004161157967155916,True
44,Dotted18,Dotted,0,90,0,Dotted,41,0.004656615947513261,True
44,Dotted18,Dotted,0,90,0,Cracked,31,0.00754533260902848,False
44,Dotted18,Dotted,0,90,0,Cracked,28,0.00788234304264029,False
45,Dotted19,Dotted,0,0,0,Dotted,46,0.00021794059970069675,True
45,Dotted19,Dotted,0,0,0,Porous,182,0.03197339643273509,False
45,Dotted19,Dotted,0,0,0,Scaly,186,0.03641478835311728,False
45,Dotted19,Dotted,0,0,0,Scaly,183,0.03755729534709703,False
45,Dotted19,Dotted,0,0,0,Scaly,184,0.03995385185288082,False
46,Dotted19,Dotted,0,22,0,Dotted,45,0.0031579500044083713,True
46,Dotted19,Dotted,0,22,0,Cracked,32,0.004477059795818942,False
46,Dotted19,Dotted,0,22,0,Cracked,35,0.004745797935420492,False
46,Dotted19,Dotted,0,22,0,Cracked,33,0.007991790765609023,False
46,Dotted19,Dotted,0,22,0,Cracked,29,0.008336210399384704,False
47,Dotted19,Dotted,0,45,0,Dotted,45,0.0031579500044083713,True
47,Dotted19,Dotted,0,45,0,Cracked,32,0.006380990186694553,False
47,Dotted19,Dotted,0,45,0,Cracked,35,0.006922896246345386,False
47,Dotted19,Dotted,0,45,0,Flecked,57,0.008248005303865607,False
47,Dotted19,Dotted,0,45,0,Dotted,55,0.009024708712111085,True
48,Dotted19,Dotted,0,90,0,Dotted,44,0.00021794059970069675,True
48,Dotted19,Dotted,0,90,0,Porous,182,0.031619170294723144,False
48,Dotted19,Dotted,0,90,0,Scaly,186,0.03497048027938014,False
48,Dotted19,Dotted,0,90,0,Scaly,183,0.03604881979787113,False
48,Dotted19,Dotted,0,90,0,Scaly,184,0.038532575736416684,False
49,Dotted31,Dotted,0,0,0,Dotted,50,0.00026025769777715996,True
49,Dotted31,Dotted,0,0,0,Dotted,48,0.002120732978091304,True
49,Dotted31,Dotted,0,0,0,Dotted,49,0.004772338797928258,True
49,Dotted31,Dotted,0,0,0,Honeycombed,107,0.01305755129294561,False
49,Dotted31,Dotted,0,0,0,Honeycombed,108,0.018618174551967154,False
50,Dotted31,Dotted,0,22,0,Dotted,49,0.0015001497699362182,True
50,Dotted31,Dotted,0,22,0,Dotted,50,0.002008081242310487,True
50,Dotted31,Dotted,0,22,0,Dotted,48,0.002120732978091304,True
50,Dotted31,Dotted,0,22,0,Studded,227,0.013881916031178877,False
50,Dotted31,Dotted,0,22,0,Honeycombed,107,0.014336025440091835,False
51,Dotted31,Dotted,0,45,0,Dotted,49,0.0015001497699362182,True
51,Dotted31,Dotted,0,45,0,Dotted,50,0.004421167134897373,True
51,Dotted31,Dotted,0,45,0,Dotted,48,0.004772338797928258,True
51,Dotted31,Dotted,0,45,0,Studded,227,0.010224740369833417,False
51,Dotted31,Dotted,0,45,0,Studded,224,0.010768096797526763,False
52,Dotted31,Dotted,0,90,0,Dotted,48,0.00026025769777715996,True
52,Dotted31,Dotted,0,90,0,Dotted,49,0.002008081242310487,True
52,Dotted31,Dotted,0,90,0,Dotted,50,0.004421167134897373,True
52,Dotted31,Dotted,0,90,0,Honeycombed,107,0.012185469255405902,False
52,Dotted31,Dotted,0,90,0,Honeycombed,108,0.017886174286246226,False
53,Dotted32,Dotted,0,0,0,Dotted,54,0.00019059887857777067,True
53,Dotted32,Dotted,0,0,0,Dotted,53,0.025586029695368887,True
53,Dotted32,Dotted,0,0,0,Dotted,52,0.029952438113866577,True
53,Dotted32,Dotted,0,0,0,Studded,228,0.035060349458559834,False
53,Dotted32,Dotted,0,0,0,Swirly,231,0.03613806961599574,False
54,Dotted32,Dotted,0,22,0,Dotted,53,0.0036839210296494423,True
54,Dotted32,Dotted,0,22,0,Striped,218,0.004452812837565981,False
54,Dotted32,Dotted,0,22,0,Studded,222,0.008815518216855205,False
54,Dotted32,Dotted,0,22,0,Studded,219,0.008906797824694786,False
54,Dotted32,Dotted,0,22,0,Studded,220,0.015177844958263397,False
55,Dotted32,Dotted,0,45,0,Dotted,53,0.0036839210296494423,True
55,Dotted32,Dotted,0,45,0,Striped,218,0.010750007798940664,False
55,Dotted32,Dotted,0,45,0,Studded,222,0.01687050915735347,False
55,Dotted32,Dotted,0,45,0,Studded,219,0.01691962546702936,False
55,Dotted32,Dotted,0,45,0,Swirly,231,0.02074615987779898,False
56,Dotted32,Dotted,0,90,0,Dotted,52,0.00019059887857777067,True
56,Dotted32,Dotted,0,90,0,Dotted,54,0.02595945427447281,True
56,Dotted32,Dotted,0,90,0,Dotted,53,0.030114314072345046,True
56,Dotted32,Dotted,0,90,0,Studded,228,0.034726181687385074,False
56,Dotted32,Dotted,0,90,0,Swirly,231,0.03581511516042,False
57,Flecked10,Flecked,0,0,0,Flecked,58,0.00021426253279634042,True
57,Flecked10,Flecked,0,0,0,Flecked,56,0.005382534481733208,True
57,Flecked10,Flecked,0,0,0,Flecked,57,0.005399261757126597,True
57,Flecked10,Flecked,0,0,0,Dotted,46,0.009024708712111085,False
57,Flecked10,Flecked,0,0,0,Cracked,32,0.009539119091973441,False
58,Flecked10,Flecked,0,22,0,Flecked,57,0.0002809952389414932,True
58,Flecked10,Flecked,0,22,0,Cracked,35,0.005247322096295136,False
58,Flecked10,Flecked,0,22,0,Flecked,56,0.005382534481733208,True
58,Flecked10,Flecked,0,22,0,Cracked,32,0.005623478979984824,False
58,Flecked10,Flecked,0,22,0,Flecked,58,0.006404897458061711,True
59,Flecked10,Flecked,0,45,0,Flecked,57,0.0002809952389414932,True
59,Flecked10,Flecked,0,45,0,Flecked,56,0.005399261757126597,True
59,Flecked10,Flecked,0,45,0,Cracked,35,0.0055779343229100005,False
59,Flecked10,Flecked,0,45,0,Cracked,32,0.005770115775042196,False
59,Flecked10,Flecked,0,45,0,Flecked,58,0.006301667205251448,True
60,Flecked10,Flecked,0,90,0,Flecked,56,0.00021426253279634042,True
60,Flecked10,Flecked,0,90,0,Flecked,58,0.006301667205251448,True
60,Flecked10,Flecked,0,90,0,Flecked,57,0.006404897458061711,True
60,Flecked10,Flecked,0,90,0,Dotted,46,0.009192423863056047,False
60,Flecked10,Flecked,0,90,0,Cracked,32,0.010394802175277943,False
61,Flecked13,Flecked,0,0,0,Flecked,62,0.00029149166709656,True
61,Flecked13,Flecked,0,0,0,Porous,180,0.0017231737225771617,False
61,Flecked13,Flecked,0,0,0,Porous,179,0.001816864452134968,False
61,Flecked13,Flecked,0,0,0,Porous,177,0.0023366049104927063,False
61,Flecked13,Flecked,0,0,0,Porous,178,0.003164092424137997,False
62,Flecked13,Flecked,0,22,0,Flecked,61,0.00023078295581110752,True
62,Flecked13,Flecked,0,22,0,Porous,181,0.0027293398391903083,False
62,Flecked13,Flecked,0,22,0,Porous,178,0.002832846557644661,False
62,Flecked13,Flecked,0,22,0,Matted,152,0.0031814893556792135,False
62,Flecked13,Flecked,0,22,0,Porous,180,0.0034868864148749285,False
63,Flecked13,Flecked,0,45,0,Flecked,61,0.00023078295581110752,True
63,Flecked13,Flecked,0,45,0,Porous,181,0.002815589997139651,False
63,Flecked13,Flecked,0,45,0,Porous,178,0.0028719851368084774,False
63,Flecked13,Flecked,0,45,0,Matted,152,0.0031032404624845374,False
63,Flecked13,Flecked,0,45,0,Matted,154,0.00375992674275708,False
64,Flecked13,Flecked,0,90,0,Flecked,60,0.00029149166709656,True
64,Flecked13,Flecked,0,90,0,Porous,180,0.0014443323027740484,False
64,Flecked13,Flecked,0,90,0,Porous,179,0.0014582731401575105,False
64,Flecked13,Flecked,0,90,0,Porous,178,0.0024294904962572435,False
64,Flecked13,Flecked,0,90,0,Porous,181,0.0024875102848857015,False
65,Flecked34,Flecked,0,0,0,Flecked,66,0.00029718505659995735,True
65,Flecked34,Flecked,0,0,0,Flecked,64,0.0035116860502138335,True
65,Flecked34,Flecked,0,0,0,Flecked,65,0.004167515957347931,True
65,Flecked34,Flecked,0,0,0,Knitted,121,0.007825153671148655,False
65,Flecked34,Flecked,0,0,0,Knitted,118,0.007964321556000818,False
66,Flecked34,Flecked,0,22,0,Flecked,65,0.0011969307099793129,True
66,Flecked34,Flecked,0,22,0,Flecked,64,0.0035116860502138335,True
66,Flecked34,Flecked,0,22,0,Flecked,66,0.004587408963035312,True
66,Flecked34,Flecked,0,22,0,Knitted,121,0.00784536722094976,False
66,Flecked34,Flecked,0,22,0,Knitted,118,0.008217725435648023,False
67,Flecked34,Flecked,0,45,0,Flecked,65,0.0011969307099793129,True
67,Flecked34,Flecked,0,45,0,Flecked,64,0.004167515957347931,True
67,Flecked34,Flecked,0,45,0,Flecked,66,0.005020974144405319,True
67,Flecked34,Flecked,0,45,0,Knitted,121,0.009534872706157162,False
67,Flecked34,Flecked,0,45,0,Bubbly,14,0.009640132677102913,False
68,Flecked34,Flecked,0,90,0,Flecked,64,0.00029718505659995735,True
68,Flecked34,Flecked,0,90,0,Flecked,65,0.004587408963035312,True
68,Flecked34,Flecked,0,90,0,Flecked,66,0.005020974144405319,True
68,Flecked34,Flecked,0,90,0,Knitted,121,0.007346158077308948,False
68,Flecked34,Flecked,0,90,0,Knitted,120,0.007360998164741779,False
69,Frilly17,Frilly,0,0,0,Frilly,70,0.00015138578360485123,True
69,Frilly17,Frilly,0,0,0,Frilly,69,0.001704690982573334,True
69,Frilly17,Frilly,0,0,0,Frilly,68,0.0018494192337174308,True
69,Frilly17,Frilly,0,0,0,Honeycombed,102,0.004862969995641308,False
69,Frilly17,Frilly,0,0,0,Frilly,74,0.005718788091078514,True
70,Frilly17,Frilly,0,22,0,Frilly,69,0.0015109776149893255,True
70,Frilly17,Frilly,0,22,0,Frilly,68,0.0018494192337174308,True
70,Frilly17,Frilly,0,22,0,Frilly,70,0.0023722773562994456,True
70,Frilly17,Frilly,0,22,0,Honeycombed,106,0.005179867914929281,False
70,Frilly17,Frilly,0,22,0,Honeycombed,102,0.005266865597399225,False
71,Frilly17,Frilly,0,45,0,Frilly,69,0.0015109776149893255,True
71,Frilly17,Frilly,0,45,0,Frilly,68,0.001704690982573334,True
71,Frilly17,Frilly,0,45,0,Frilly,70,0.002085822636693269,True
71,Frilly17,Frilly,0,45,0,Honeycombed,102,0.004702792314247967,False
71,Frilly17,Frilly,0,45,0,Honeycombed,106,0.004885149711305257,False
72,Frilly17,Frilly,0,90,0,Frilly,68,0.00015138578360485123,True
72,Frilly17,Frilly,0,90,0,Frilly,70,0.002085822636693269,True
72,Frilly17,Frilly,0,90,0,Frilly,69,0.0023722773562994456,True
72,Frilly17,Frilly,0,90,0,Honeycombed,102,0.005269548075263553,False
72,Frilly17,Frilly,0,90,0,Frilly,74,0.005483024059753927,True
73,Frilly26,Frilly,0,0,0,Frilly,73,0.0009921066751865657,True
73,Frilly26,Frilly,0,0,0,Frilly,76,0.006404032750704026,True
73,Frilly26,Frilly,0,0,0,Frilly,74,0.006864138904312235,True
73,Frilly26,Frilly,0,0,0,Frilly,75,0.006909268159219288,True
73,Frilly26,Frilly,0,0,0,Frilly,72,0.009233419282377104,True
74,Frilly26,Frilly,0,10,0,Frilly,76,0.0008025169319580286,True
74,Frilly26,Frilly,0,10,0,Frilly,74,0.0010919052670654245,True
74,Frilly26,Frilly,0,10,0,Frilly,75,0.0011564924133073613,True
74,Frilly26,Frilly,0,10,0,Frilly,71,0.006216695919022944,True
74,Frilly26,Frilly,0,10,0,Frilly,68,0.006270552191651822,True
75,Frilly26,Frilly,0,180,0,Frilly,72,0.0009921066751865657,True
75,Frilly26,Frilly,0,180,0,Wrinkled,272,0.00860612877622284,False
75,Frilly26,Frilly,0,180,0,Wrinkled,269,0.008655635338579347,False
