Query_Index,Query_Instance,Query_Category,Query_Distance,Query_Rotation,Query_Lighting,Matched_Category,Matched_Index,NN_Distance,Correct
6,Banded2,Banded,0,22,0,Scaly,186,0.023628312233579092,False
6,Banded2,Banded,0,22,0,Dotted,44,0.024244490229307945,False
6,Banded2,Banded,0,22,0,Dotted,47,0.025760571413304564,False
7,Banded2,Banded,0,90,0,Scaly,183,0.006477578681001035,False
7,Banded2,Banded,0,90,0,Scaly,185,0.023116432612188913,False
7,Banded2,Banded,0,90,0,Scaly,186,0.023524617451670088,False
7,Banded2,Banded,0,90,0,Dotted,44,0.02392156528010427,False
7,Banded2,Banded,0,90,0,Dotted,47,0.025464250675829594,False
8,Banded5,Banded,0,0,0,Scaly,183,0.006685516080328231,False
8,Banded5,Banded,0,0,0,Scaly,185,0.02348637778191208,False
8,Banded5,Banded,0,0,0,Dotted,44,0.0238185545463448,False
8,Banded5,Banded,0,0,0,Scaly,186,0.02396659326042038,False
8,Banded5,Banded,0,0,0,Dotted,47,0.025401061870831694,False
9,Banded5,Banded,0,22,0,Scaly,183,0.0068718393648070746,False
9,Banded5,Banded,0,22,0,Dotted,44,0.02347902251184682,False
9,Banded5,Banded,0,22,0,Scaly,185,0.023531439883893886,False
9,Banded5,Banded,0,22,0,Scaly,186,0.024076104470142117,False
9,Banded5,Banded,0,22,0,Dotted,47,0.025065363247282216,False
10,Banded5,Banded,0,45,0,Scaly,183,0.0068924619873970555,False
10,Banded5,Banded,0,45,0,Scaly,185,0.02371013194958533,False
10,Banded5,Banded,0,45,0,Dotted,44,0.023818404677436802,False
10,Banded5,Banded,0,45,0,Scaly,186,0.024148056822429192,False
10,Banded5,Banded,0,45,0,Dotted,47,0.025389191060511285,False
11,Banded5,Banded,0,90,0,Scaly,183,0.00679666659773326,False
11,Banded5,Banded,0,90,0,Dotted,44,0.02384511049196389,False
11,Banded5,Banded,0,90,0,Scaly,185,0.024213817128329394,False
11,Banded5,Banded,0,90,0,Scaly,186,0.024724032891647908,False
11,Banded5,Banded,0,90,0,Dotted,47,0.02548407350259357,False
12,Banded,Banded,0,45,0,Scaly,183,0.006735407591662619,False
12,Banded,Banded,0,45,0,Scaly,185,0.02370216352142085,False
12,Banded,Banded,0,45,0,Scaly,186,0.024103878770433212,False
12,Banded,Banded,0,45,0,Dotted,44,0.024568584937335502,False
12,Banded,Banded,0,45,0,Dotted,47,0.02613570816055244,False
13,Bubbly16,Bubbly,0,0,0,Scaly,183,0.007139890097138529,False
13,Bubbly16,Bubbly,0,0,0,Dotted,44,0.023314389379684768,False
13,Bubbly16,Bubbly,0,0,0,Dotted,47,0.02498801534370249,False
13,Bubbly16,Bubbly,0,0,0,Scaly,185,0.025103893442455512,False
13,Bubbly16,Bubbly,0,0,0,Scaly,186,0.025657069544505737,False
14,Bubbly16,Bubbly,0,22,0,Scaly,183,0.007172646479250577,False
14,Bubbly16,Bubbly,0,22,0,Dotted,44,0.02379651755010837,False
14,Bubbly16,Bubbly,0,22,0,Scaly,185,0.025235395122158846,False
14,Bubbly16,Bubbly,0,22,0,Dotted,47,0.025459406585504316,False
14,Bubbly16,Bubbly,0,22,0,Scaly,186,0.025792750159072102,False
15,Bubbly16,Bubbly,0,45,0,Scaly,183,0.007062806135361391,False
15,Bubbly16,Bubbly,0,45,0,Dotted,44,0.022695991259150568,False
15,Bubbly16,Bubbly,0,45,0,Scaly,185,0.023871250499804562,False
15,Bubbly16,Bubbly,0,45,0,Dotted,47,0.02427633179665728,False
15,Bubbly16,Bubbly,0,45,0,Scaly,186,0.024471463293593516,False
16,Bubbly16,Bubbly,0,90,0,Scaly,183,0.007187865866718751,False
16,Bubbly16,Bubbly,0,90,0,Dotted,44,0.023551088110224112,False
16,Bubbly16,Bubbly,0,90,0,Scaly,185,0.02476537119268114,False
16,Bubbly16,Bubbly,0,90,0,Dotted,47,0.02518747260749378,False
16,Bubbly16,Bubbly,0,90,0,Scaly,186,0.025306381632064893,False
17,Bubbly35,Bubbly,0,0,0,Scaly,183,0.007052307327790115,False
17,Bubbly35,Bubbly,0,0,0,Dotted,44,0.02345309075214615,False
17,Bubbly35,Bubbly,0,0,0,Scaly,185,0.024501793422697468,False
17,Bubbly35,Bubbly,0,0,0,Scaly,186,0.02505344655308586,False
17,Bubbly35,Bubbly,0,0,0,Dotted,47,0.025084493898240537,False
18,Bubbly35,Bubbly,0,22,0,Scaly,183,0.006901151773525394,False
18,Bubbly35,Bubbly,0,22,0,Dotted,44,0.022573553332986728,False
18,Bubbly35,Bubbly,0,22,0,Dotted,47,0.024223077535169713,False
18,Bubbly35,Bubbly,0,22,0,Scaly,185,0.024247520957858152,False
18,Bubbly35,Bubbly,0,22,0,Scaly,186,0.02486175732323902,False
19,Bubbly35,Bubbly,0,45,0,Scaly,183,0.007543626676862165,False
19,Bubbly35,Bubbly,0,45,0,Dotted,44,0.023687857178156514,False
19,Bubbly35,Bubbly,0,45,0,Scaly,185,0.024772276904980656,False
19,Bubbly35,Bubbly,0,45,0,Dotted,47,0.025302461969503642,False
19,Bubbly35,Bubbly,0,45,0,Scaly,186,0.025350663331175378,False
20,Bubbly35,Bubbly,0,90,0,Scaly,183,0.006849985837123066,False
20,Bubbly35,Bubbly,0,90,0,Dotted,44,0.02357300997173918,False
20,Bubbly35,Bubbly,0,90,0,Scaly,185,0.024281386003299914,False
20,Bubbly35,Bubbly,0,90,0,Scaly,186,0.024816667411295228,False
20,Bubbly35,Bubbly,0,90,0,Dotted,47,0.025203330209657034,False
21,Chequered12,Chequered,0,0,0,Scaly,183,0.007706327288155781,False
21,Chequered12,Chequered,0,0,0,Dotted,44,0.02401052818064937,False
21,Chequered12,Chequered,0,0,0,Dotted,47,0.025685458175171077,False
21,Chequered12,Chequered,0,0,0,Scaly,185,0.02579828452772323,False
21,Chequered12,Chequered,0,0,0,Scaly,186,0.026370712320512624,False
22,Chequered12,Chequered,0,22,0,Scaly,183,0.007407684291974627,False
22,Chequered12,Chequered,0,22,0,Dotted,44,0.023614788037354086,False
22,Chequered12,Chequered,0,22,0,Scaly,185,0.024644405697486937,False
22,Chequered12,Chequered,0,22,0,Scaly,186,0.025201630731743002,False
22,Chequered12,Chequered,0,22,0,Dotted,47,0.02522304983752191,False
23,Chequered12,Chequered,0,45,0,Scaly,183,0.0071657694235533155,False
23,Chequered12,Chequered,0,45,0,Dotted,44,0.023494085858349216,False
23,Chequered12,Chequered,0,45,0,Scaly,185,0.024548244349432362,False
23,Chequered12,Chequered,0,45,0,Scaly,186,0.02513306177599403,False
23,Chequered12,Chequered,0,45,0,Dotted,47,0.02514176470147316,False
24,Chequered12,Chequered,0,90,0,Scaly,183,0.006902161380420099,False
24,Chequered12,Chequered,0,90,0,Dotted,44,0.022771426008916615,False
24,Chequered12,Chequered,0,90,0,Dotted,47,0.02441846163962585,False
24,Chequered12,Chequered,0,90,0,Scaly,185,0.024430487794484,False
24,Chequered12,Chequered,0,90,0,Scaly,186,0.024995683182378207,False
25,Chequered5,Chequered,0,0,0,Scaly,183,0.007522319246781814,False
25,Chequered5,Chequered,0,0,0,Dotted,44,0.02436332791680852,False
25,Chequered5,Chequered,0,0,0,Scaly,185,0.025224846899962496,False
25,Chequered5,Chequered,0,0,0,Scaly,186,0.02577762473445168,False
25,Chequered5,Chequered,0,0,0,Dotted,47,0.02601712111983226,False
26,Chequered5,Chequered,0,22,0,Scaly,183,0.006863119558551875,False
26,Chequered5,Chequered,0,22,0,Dotted,44,0.02354822330908451,False
26,Chequered5,Chequered,0,22,0,Scaly,185,0.024037128897169555,False
26,Chequered5,Chequered,0,22,0,Scaly,186,0.02459320496801212,False
26,Chequered5,Chequered,0,22,0,Dotted,47,0.025173518774486946,False
27,Chequered5,Chequered,0,45,0,Scaly,183,0.006906641690525141,False
27,Chequered5,Chequered,0,45,0,Dotted,44,0.024075045226787637,False
27,Chequered5,Chequered,0,45,0,Scaly,185,0.02433510032999964,False
27,Chequered5,Chequered,0,45,0,Scaly,186,0.024865106257885822,False
27,Chequered5,Chequered,0,45,0,Dotted,47,0.025710807628056363,False
28,Chequered5,Chequered,0,90,0,Scaly,183,0.00678644861456756,False
28,Chequered5,Chequered,0,90,0,Dotted,44,0.023589738771447325,False
28,Chequered5,Chequered,0,90,0,Scaly,185,0.024151264156316434,False
28,Chequered5,Chequered,0,90,0,Scaly,186,0.024654622456208464,False
28,Chequered5,Chequered,0,90,0,Dotted,47,0.025215063005698597,False
29,Cracked18,Cracked,0,0,0,Scaly,183,0.006813469433579723,False
29,Cracked18,Cracked,0,0,0,Scaly,185,0.023838679556910387,False
29,Cracked18,Cracked,0,0,0,Scaly,186,0.024341842026450514,False
29,Cracked18,Cracked,0,0,0,Dotted,44,0.024470249987043568,False
29,Cracked18,Cracked,0,0,0,Dotted,47,0.02607938184848098,False
30,Cracked18,Cracked,0,22,0,Scaly,183,0.006791222501366404,False
30,Cracked18,Cracked,0,22,0,Dotted,44,0.02342567180718587,False
30,Cracked18,Cracked,0,22,0,Scaly,185,0.023549579080420335,False
30,Cracked18,Cracked,0,22,0,Scaly,186,0.0240487856390848,False
30,Cracked18,Cracked,0,22,0,Dotted,47,0.024988064845696926,False
31,Cracked18,Cracked,0,45,0,Scaly,183,0.007001714610056082,False
31,Cracked18,Cracked,0,45,0,Dotted,44,0.023643277881992407,False
31,Cracked18,Cracked,0,45,0,Scaly,185,0.02393668498505088,False
31,Cracked18,Cracked,0,45,0,Scaly,186,0.02443906156308993,False
31,Cracked18,Cracked,0,45,0,Dotted,47,0.025227743149317056,False
32,Cracked18,Cracked,0,90,0,Scaly,183,0.0068368668631821625,False
32,Cracked18,Cracked,0,90,0,Dotted,44,0.024270725112738523,False
32,Cracked18,Cracked,0,90,0,Scaly,185,0.02439834558815338,False
32,Cracked18,Cracked,0,90,0,Scaly,186,0.02485116335163404,False
32,Cracked18,Cracked,0,90,0,Dotted,47,0.025893313582832277,False
33,Cracked19,Cracked,0,0,0,Scaly,183,0.006943536515596252,False
33,Cracked19,Cracked,0,0,0,Dotted,44,0.022967777171786868,False
33,Cracked19,Cracked,0,0,0,Scaly,185,0.024396165224882083,False
33,Cracked19,Cracked,0,0,0,Dotted,47,0.02460222541060486,False
33,Cracked19,Cracked,0,0,0,Scaly,186,0.024981276145537194,False
34,Cracked19,Cracked,0,22,0,Scaly,183,0.007190366137953824,False
34,Cracked19,Cracked,0,22,0,Dotted,44,0.02369400055214407,False
34,Cracked19,Cracked,0,22,0,Scaly,185,0.024310159344955867,False
34,Cracked19,Cracked,0,22,0,Scaly,186,0.024862870736055913,False
34,Cracked19,Cracked,0,22,0,Dotted,47,0.02529989305655456,False
35,Cracked19,Cracked,0,45,0,Scaly,183,0.007071667357497478,False
35,Cracked19,Cracked,0,45,0,Dotted,44,0.023470653427122436,False
35,Cracked19,Cracked,0,45,0,Dotted,47,0.025156406172465923,False
35,Cracked19,Cracked,0,45,0,Scaly,185,0.025555828042043104,False
35,Cracked19,Cracked,0,45,0,Scaly,186,0.026103414953027856,False
36,Cracked19,Cracked,0,90,0,Scaly,183,0.007503247890387851,False
36,Cracked19,Cracked,0,90,0,Dotted,44,0.024567899124088334,False
36,Cracked19,Cracked,0,90,0,Scaly,185,0.025140260446001067,False
36,Cracked19,Cracked,0,90,0,Scaly,186,0.025700488211955166,False
36,Cracked19,Cracked,0,90,0,Dotted,47,0.026214920227009088,False
37,Cracked28,Cracked,0,0,0,Scaly,183,0.00685589272313795,False
37,Cracked28,Cracked,0,0,0,Dotted,44,0.02378886853980521,False
37,Cracked28,Cracked,0,0,0,Scaly,185,0.024910057081412303,False
37,Cracked28,Cracked,0,0,0,Scaly,186,0.025467438897520348,False
37,Cracked28,Cracked,0,0,0,Dotted,47,0.025474870014160864,False
38,Cracked28,Cracked,0,22,0,Scaly,183,0.007226343081728774,False
38,Cracked28,Cracked,0,22,0,Dotted,44,0.02354363923399117,False
38,Cracked28,Cracked,0,22,0,Scaly,185,0.024124447799837693,False
38,Cracked28,Cracked,0,22,0,Scaly,186,0.02467703951676725,False
38,Cracked28,Cracked,0,22,0,Dotted,47,0.025146936843142786,False
39,Cracked28,Cracked,0,45,0,Scaly,183,0.006871511713452874,False
39,Cracked28,Cracked,0,45,0,Dotted,44,0.023706425399822196,False
39,Cracked28,Cracked,0,45,0,Scaly,185,0.02376476627066285,False
39,Cracked28,Cracked,0,45,0,Scaly,186,0.024297792493654026,False
39,Cracked28,Cracked,0,45,0,Dotted,47,0.025296559894863964,False
40,Cracked28,Cracked,0,90,0,Scaly,183,0.007244652314520086,False
40,Cracked28,Cracked,0,90,0,Dotted,44,0.023279899441876042,False
40,Cracked28,Cracked,0,90,0,Scaly,185,0.024719476926338052,False
40,Cracked28,Cracked,0,90,0,Dotted,47,0.024914027242706492,False
40,Cracked28,Cracked,0,90,0,Scaly,186,0.025273130237468324,False
41,Dotted18,Dotted,0,0,0,Scaly,183,0.007212576839671786,False
41,Dotted18,Dotted,0,0,0,Dotted,44,0.023543794437707353,True
41,Dotted18,Dotted,0,0,0,Scaly,185,0.02425605359789229,False
41,Dotted18,Dotted,0,0,0,Scaly,186,0.02479476981093111,False
41,Dotted18,Dotted,0,0,0,Dotted,47,0.02515209974411721,True
42,Dotted18,Dotted,0,22,0,Scaly,183,0.0073372455373235754,False
42,Dotted18,Dotted,0,22,0,Dotted,44,0.02328822690424191,True
42,Dotted18,Dotted,0,22,0,Scaly,185,0.024498116207693914,False
42,Dotted18,Dotted,0,22,0,Dotted,47,0.02488935956208397,True
42,Dotted18,Dotted,0,22,0,Scaly,186,0.02506341534984297,False
43,Dotted18,Dotted,0,45,0,Scaly,183,0.006750454123744231,False
43,Dotted18,Dotted,0,45,0,Dotted,44,0.023234379576048354,True
43,Dotted18,Dotted,0,45,0,Scaly,185,0.023846579985989724,False
43,Dotted18,Dotted,0,45,0,Scaly,186,0.024396735516732864,False
43,Dotted18,Dotted,0,45,0,Dotted,47,0.02485962759381164,True
44,Dotted18,Dotted,0,90,0,Scaly,183,0.007329141450489477,False
44,Dotted18,Dotted,0,90,0,Dotted,44,0.023517757899551704,True
44,Dotted18,Dotted,0,90,0,Scaly,185,0.024745360216810626,False
44,Dotted18,Dotted,0,90,0,Dotted,47,0.025146735261310043,True
44,Dotted18,Dotted,0,90,0,Scaly,186,0.02532951112192211,False
45,Dotted19,Dotted,0,0,0,Scaly,183,0.00723023988305931,False
45,Dotted19,Dotted,0,0,0,Scaly,185,0.024931093135700633,False
45,Dotted19,Dotted,0,0,0,Scaly,186,0.025391707304026824,False
45,Dotted19,Dotted,0,0,0,Dotted,44,0.025597557546496494,True
45,Dotted19,Dotted,0,0,0,Dotted,47,0.027232015798067107,True
46,Dotted19,Dotted,0,22,0,Scaly,183,0.007078242327109148,False
46,Dotted19,Dotted,0,22,0,Scaly,185,0.024169308125247306,False
46,Dotted19,Dotted,0,22,0,Dotted,44,0.0243837977925479,True
46,Dotted19,Dotted,0,22,0,Scaly,186,0.024633997195601342,False
46,Dotted19,Dotted,0,22,0,Dotted,47,0.02597900429853054,True
47,Dotted19,Dotted,0,45,0,Scaly,183,0.007218520780533839,False
47,Dotted19,Dotted,0,45,0,Scaly,185,0.0237020174898043,False
47,Dotted19,Dotted,0,45,0,Scaly,186,0.024137490897782603,False
47,Dotted19,Dotted,0,45,0,Dotted,44,0.024482992562755903,True
47,Dotted19,Dotted,0,45,0,Dotted,47,0.026027248581298942,True
48,Dotted19,Dotted,0,90,0,Scaly,183,0.007071278661253259,False
48,Dotted19,Dotted,0,90,0,Scaly,185,0.023757438216838685,False
48,Dotted19,Dotted,0,90,0,Scaly,186,0.024144819805188775,False
48,Dotted19,Dotted,0,90,0,Dotted,44,0.025135344634715943,True
48,Dotted19,Dotted,0,90,0,Dotted,47,0.026689770236066113,True
49,Dotted31,Dotted,0,0,0,Scaly,183,0.008255840023455596,False
49,Dotted31,Dotted,0,0,0,Dotted,44,0.02258552456090155,True
49,Dotted31,Dotted,0,0,0,Dotted,47,0.024296808148407206,True
49,Dotted31,Dotted,0,0,0,Scaly,185,0.02647925511276857,False
49,Dotted31,Dotted,0,0,0,Scaly,186,0.0271792040943135,False
50,Dotted31,Dotted,0,22,0,Scaly,183,0.00803742229682036,False
50,Dotted31,Dotted,0,22,0,Dotted,44,0.022975351389057208,True
50,Dotted31,Dotted,0,22,0,Dotted,47,0.024682602911065846,True
50,Dotted31,Dotted,0,22,0,Scaly,185,0.026265868204792226,False
50,Dotted31,Dotted,0,22,0,Scaly,186,0.026951913224803715,False
51,Dotted31,Dotted,0,45,0,Scaly,183,0.007939449600059774,False
51,Dotted31,Dotted,0,45,0,Dotted,44,0.02266894114806239,True
51,Dotted31,Dotted,0,45,0,Dotted,47,0.024355050287496544,True
51,Dotted31,Dotted,0,45,0,Scaly,185,0.025837352408665134,False
51,Dotted31,Dotted,0,45,0,Scaly,186,0.026553242097855017,False
52,Dotted31,Dotted,0,90,0,Scaly,183,0.007986712654362758,False
52,Dotted31,Dotted,0,90,0,Dotted,44,0.0230484506423593,True
52,Dotted31,Dotted,0,90,0,Dotted,47,0.024819449493349004,True
52,Dotted31,Dotted,0,90,0,Scaly,185,0.026894090632907146,False
52,Dotted31,Dotted,0,90,0,Scaly,186,0.027631913118192332,False
53,Dotted32,Dotted,0,0,0,Scaly,183,0.007949652112887845,False
53,Dotted32,Dotted,0,0,0,Dotted,44,0.02318141836250887,True
53,Dotted32,Dotted,0,0,0,Dotted,47,0.0249207351375632,True
53,Dotted32,Dotted,0,0,0,Scaly,185,0.026363130110243996,False
53,Dotted32,Dotted,0,0,0,Scaly,186,0.02709052929060131,False
54,Dotted32,Dotted,0,22,0,Scaly,183,0.007713858889145258,False
54,Dotted32,Dotted,0,22,0,Dotted,44,0.022497376093644418,True
54,Dotted32,Dotted,0,22,0,Dotted,47,0.024166815259999953,True
54,Dotted32,Dotted,0,22,0,Scaly,185,0.025349596116636702,False
54,Dotted32,Dotted,0,22,0,Scaly,186,0.026034379338780774,False
55,Dotted32,Dotted,0,45,0,Scaly,183,0.007797175505480557,False
55,Dotted32,Dotted,0,45,0,Dotted,44,0.022725113541475925,True
55,Dotted32,Dotted,0,45,0,Dotted,47,0.024480138896801156,True
55,Dotted32,Dotted,0,45,0,Scaly,185,0.02635899938361078,False
55,Dotted32,Dotted,0,45,0,Scaly,186,0.02708218812186583,False
56,Dotted32,Dotted,0,90,0,Scaly,183,0.00767167996800488,False
56,Dotted32,Dotted,0,90,0,Dotted,44,0.022556101441037125,True
56,Dotted32,Dotted,0,90,0,Dotted,47,0.024294336305316137,True
56,Dotted32,Dotted,0,90,0,Scaly,185,0.02609504995597062,False
56,Dotted32,Dotted,0,90,0,Scaly,186,0.02680923597333224,False
57,Flecked10,Flecked,0,0,0,Scaly,183,0.007270775212032609,False
57,Flecked10,Flecked,0,0,0,Scaly,185,0.023840098264316628,False
57,Flecked10,Flecked,0,0,0,Scaly,186,0.02426694332326326,False
57,Flecked10,Flecked,0,0,0,Dotted,44,0.02524869873236624,False
57,Flecked10,Flecked,0,0,0,Dotted,47,0.026789856851385744,False
58,Flecked10,Flecked,0,22,0,Scaly,183,0.006945599578721227,False
58,Flecked10,Flecked,0,22,0,Scaly,185,0.023167463949046924,False
58,Flecked10,Flecked,0,22,0,Scaly,186,0.023583373688232722,False
58,Flecked10,Flecked,0,22,0,Dotted,44,0.024603856914987562,False
58,Flecked10,Flecked,0,22,0,Dotted,47,0.026128473931068052,False
59,Flecked10,Flecked,0,45,0,Scaly,183,0.007336201187371464,False
59,Flecked10,Flecked,0,45,0,Scaly,185,0.024180136221880123,False
59,Flecked10,Flecked,0,45,0,Scaly,186,0.024578422733752166,False
59,Flecked10,Flecked,0,45,0,Dotted,44,0.02530812893166802,False
59,Flecked10,Flecked,0,45,0,Dotted,47,0.02685640607027403,False
60,Flecked10,Flecked,0,90,0,Scaly,183,0.007158187770888297,False
60,Flecked10,Flecked,0,90,0,Scaly,185,0.023764016605974932,False
60,Flecked10,Flecked,0,90,0,Scaly,186,0.024148314080107862,False
60,Flecked10,Flecked,0,90,0,Dotted,44,0.025127496344688707,False
60,Flecked10,Flecked,0,90,0,Dotted,47,0.02668164749793778,False
61,Flecked13,Flecked,0,0,0,Scaly,183,0.006996031528859691,False
61,Flecked13,Flecked,0,0,0,Scaly,185,0.023893797189513757,False
61,Flecked13,Flecked,0,0,0,Dotted,44,0.02430577101879699,False
61,Flecked13,Flecked,0,0,0,Scaly,186,0.024404357071025354,False
61,Flecked13,Flecked,0,0,0,Dotted,47,0.0259130676662631,False
62,Flecked13,Flecked,0,22,0,Scaly,183,0.006873179165687603,False
62,Flecked13,Flecked,0,22,0,Dotted,44,0.02436366952760457,False
62,Flecked13,Flecked,0,22,0,Scaly,185,0.02456643357155971,False
62,Flecked13,Flecked,0,22,0,Scaly,186,0.02503024407473719,False
62,Flecked13,Flecked,0,22,0,Dotted,47,0.025998471141086704,False
63,Flecked13,Flecked,0,45,0,Scaly,183,0.006914218770007136,False
63,Flecked13,Flecked,0,45,0,Dotted,44,0.024225626438545263,False
63,Flecked13,Flecked,0,45,0,Scaly,185,0.0245988052744017,False
63,Flecked13,Flecked,0,45,0,Scaly,186,0.025091622552787733,False
63,Flecked13,Flecked,0,45,0,Dotted,47,0.02586934131482991,False
64,Flecked13,Flecked,0,90,0,Scaly,183,0.0070195415208192755,False
64,Flecked13,Flecked,0,90,0,Scaly,185,0.024690149470545524,False
64,Flecked13,Flecked,0,90,0,Dotted,44,0.02505767309768175,False
64,Flecked13,Flecked,0,90,0,Scaly,186,0.025107176983628486,False
64,Flecked13,Flecked,0,90,0,Dotted,47,0.026681785189459607,False
65,Flecked34,Flecked,0,0,0,Scaly,183,0.007526836985340766,False
65,Flecked34,Flecked,0,0,0,Dotted,44,0.022894346650716088,False
65,Flecked34,Flecked,0,0,0,Dotted,47,0.024547045502816445,False
65,Flecked34,Flecked,0,0,0,Scaly,185,0.024980046141526838,False
65,Flecked34,Flecked,0,0,0,Scaly,186,0.025639358316529463,False
66,Flecked34,Flecked,0,22,0,Scaly,183,0.007836058046656266,False
66,Flecked34,Flecked,0,22,0,Dotted,44,0.02406005835314498,False
66,Flecked34,Flecked,0,22,0,Dotted,47,0.02573896554615018,False
66,Flecked34,Flecked,0,22,0,Scaly,185,0.025819660741865653,False
66,Flecked34,Flecked,0,22,0,Scaly,186,0.026422636504706856,False
67,Flecked34,Flecked,0,45,0,Scaly,183,0.0074280430133027795,False
67,Flecked34,Flecked,0,45,0,Dotted,44,0.02323730729134275,False
67,Flecked34,Flecked,0,45,0,Scaly,185,0.024761986770657905,False
67,Flecked34,Flecked,0,45,0,Dotted,47,0.0248950397959136,False
67,Flecked34,Flecked,0,45,0,Scaly,186,0.025419647318333703,False
68,Flecked34,Flecked,0,90,0,Scaly,183,0.007703409992204231,False
68,Flecked34,Flecked,0,90,0,Dotted,44,0.023996767144608126,False
68,Flecked34,Flecked,0,90,0,Dotted,47,0.02571453233305388,False
68,Flecked34,Flecked,0,90,0,Scaly,185,0.026070971291175304,False
68,Flecked34,Flecked,0,90,0,Scaly,186,0.026719428146682257,False
69,Frilly17,Frilly,0,0,0,Scaly,183,0.006511672297891771,False
69,Frilly17,Frilly,0,0,0,Scaly,185,0.023556283290140367,False
69,Frilly17,Frilly,0,0,0,Dotted,44,0.023923013706687743,False
69,Frilly17,Frilly,0,0,0,Scaly,186,0.024012440007877393,False
69,Frilly17,Frilly,0,0,0,Dotted,47,0.025523640103652948,False
70,Frilly17,Frilly,0,22,0,Scaly,183,0.006687813515993155,False
70,Frilly17,Frilly,0,22,0,Scaly,185,0.02367347113522107,False
70,Frilly17,Frilly,0,22,0,Dotted,44,0.02401577862984454,False
70,Frilly17,Frilly,0,22,0,Scaly,186,0.024164226228746376,False
70,Frilly17,Frilly,0,22,0,Dotted,47,0.02561154463535679,False
71,Frilly17,Frilly,0,45,0,Scaly,183,0.006581572533864821,False
71,Frilly17,Frilly,0,45,0,Scaly,185,0.023319880206744307,False
71,Frilly17,Frilly,0,45,0,Scaly,186,0.023793224211824966,False
71,Frilly17,Frilly,0,45,0,Dotted,44,0.023888919057076796,False
71,Frilly17,Frilly,0,45,0,Dotted,47,0.025484763681311837,False
72,Frilly17,Frilly,0,90,0,Scaly,183,0.007030876808050548,False
72,Frilly17,Frilly,0,90,0,Scaly,185,0.024006357621533997,False
72,Frilly17,Frilly,0,90,0,Dotted,44,0.024451786757636748,False
72,Frilly17,Frilly,0,90,0,Scaly,186,0.02447716762027287,False
72,Frilly17,Frilly,0,90,0,Dotted,47,0.026042443234579833,False
73,Frilly26,Frilly,0,0,0,Scaly,183,0.006571100600682521,False
73,Frilly26,Frilly,0,0,0,Scaly,185,0.022692947488812062,False
73,Frilly26,Frilly,0,0,0,Scaly,186,0.023124549961817845,False
73,Frilly26,Frilly,0,0,0,Dotted,44,0.023555749517322998,False
73,Frilly26,Frilly,0,0,0,Dotted,47,0.02506624871055546,False
74,Frilly26,Frilly,0,10,0,Scaly,183,0.006998319131750481,False
74,Frilly26,Frilly,0,10,0,Scaly,185,0.02428391107040246,False
74,Frilly26,Frilly,0,10,0,Dotted,44,0.02436242553862781,False
74,Frilly26,Frilly,0,10,0,Scaly,186,0.024772308047871883,False
74,Frilly26,Frilly,0,10,0,Dotted,47,0.025976141788169333,False
75,Frilly26,Frilly,0,180,0,Scaly,183,0.00641723187678642,False
75,Frilly26,Frilly,0,180,0,Scaly,185,0.022762887428390974,False
75,Frilly26,Frilly,0,180,0,Scaly,186,0.02318311234065863,False
75,Frilly26,Frilly,0,180,0,Dotted,44,0.02388701092851227,False
75,Frilly26,Frilly,0,180,0,Dotted,47,0.0254281354238926,False
